,Store Number,Store Type,Address,City,State,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
2460,2764,Walmart Supercenter, 3501 8Th St Sw, Altoona,IA,50009,19190.0,35.7,79132.0,35016.0,1098.0,5.721730067743616
2461,2767,Walmart Supercenter, 4505 E Mckellips Rd, Mesa,AZ,85215,16270.0,55.8,65044.0,40617.0,1234.0,7.584511370620774
2462,2765,Walmart, 1004 W. Ocean Boulevard, Los Fresnos,TX,78566,18120.0,29.6,40008.0,15511.0,6097.0,33.647902869757175
2463,2768,Walmart Supercenter, 1955 S Stapley Dr, Mesa,AZ,85204,66891.0,31.6,47772.0,19885.0,13289.0,19.86664872703353
2464,2769,Walmart, 5626 Walzem Road, San Antonio,TX,78218,35384.0,33.2,40406.0,20598.0,7257.0,20.509269726430023
2465,2771,Walmart Supercenter, 1088 W Broadway St, Monticello,IN,47960,14478.0,47.2,48333.0,28189.0,1564.0,10.802597043790579
2466,2774,Walmart, 7730 Sawmill Road, Dublin,OH,43016,35673.0,36.7,87004.0,48823.0,1381.0,3.871275194124408
2467,2773,Walmart Neighborhood Market, 955 Lafayette Parkway, La Grange,GA,30241,24199.0,34.6,42967.0,20018.0,5704.0,23.571221951320304
2468,2777,Walmart Supercenter, 13770 W Bell Rd, Surprise,AZ,85374,46395.0,54.7,51935.0,29559.0,5332.0,11.492617738980494
2469,2772,Walmart Supercenter, 1675 N Howe St, Southport,NC,28461,19287.0,56.7,62524.0,38534.0,1319.0,6.838803339036657
2470,2780,Walmart Supercenter, 5108 Cleveland Blvd, Caldwell,ID,83607,23845.0,36.4,47901.0,21685.0,3202.0,13.428391696372405
2471,2782,Walmart Supercenter, 2745 American Legion Blvd, Mountain Home,ID,83647,20624.0,33.4,46849.0,24231.0,3180.0,15.418929402637703
2472,2726,Walmart Supercenter, 2793 Taylor Road Ext, Reynoldsburg,OH,43068,55436.0,34.2,60820.0,29290.0,5482.0,9.88888087163576
2473,2784,Walmart Supercenter, 3620 N 6Th St, Beatrice,NE,68310,13760.0,45.1,48393.0,26767.0,1226.0,8.909883720930232
2474,2781,Walmart Supercenter, 2100 12Th Ave Rd, Nampa,ID,83686,47041.0,34.6,49383.0,21683.0,7104.0,15.101719776365298
2475,2783,Walmart Supercenter, 500 W New Circle Rd, Lexington,KY,40511,32900.0,34.3,54013.0,26568.0,4688.0,14.249240121580547
2476,2785,Walmart Supercenter, 441 Commerce Dr, Victor,NY,14564,14999.0,42.5,98560.0,51920.0,358.0,2.3868257883858925
2477,2786,Walmart Supercenter, 9500 E Us Highway 36, Avon,IN,46123,34276.0,35.7,85021.0,37014.0,1392.0,4.061150659353483
2478,2787,Walmart Supercenter, 7325 N Keystone Ave, Indianapolis,IN,46240,18793.0,41.5,57917.0,45403.0,2257.0,12.009790879582823
2479,2789,Walmart Supercenter, 3200 Old Boynton Rd, Boynton Beach,FL,33436,44143.0,46.9,53919.0,31857.0,4872.0,11.036857485898103
2480,2788,Walmart Supercenter, 400 W Northfield Dr, Brownsburg,IN,46112,36213.0,37.9,77245.0,35042.0,944.0,2.606798663463397
2481,2792,Walmart Supercenter, 100 Mcginnis Dr, Wayne,WV,25570,6318.0,42.4,26785.0,15709.0,2415.0,38.22412155745489
2482,2793,Walmart Supercenter, 1130 S Main St, Kernersville,NC,27284,53894.0,42.3,60085.0,30666.0,5933.0,11.00864660259027
2483,2735,Walmart Supercenter, 6051 Florin Rd, Sacramento,CA,95823,78398.0,30.7,42182.0,17490.0,20293.0,25.88458889257379
2484,2791,Walmart Supercenter, 4 College Park Ln, Georgetown,DE,19947,19625.0,36.7,51782.0,24096.0,2637.0,13.436942675159235
2485,2796,Walmart Supercenter, 3801 Tampa Rd, Oldsmar,FL,34677,21858.0,44.1,63750.0,37046.0,1887.0,8.632994784518255
2486,2794,Walmart Supercenter, 777 N Main St, Ephraim,UT,84627,7197.0,22.3,40410.0,16010.0,1828.0,25.39947200222315
2487,2795,Walmart Supercenter, 145 Hill Carter Pkwy, Ashland,VA,23005,16337.0,37.8,67809.0,33766.0,1665.0,10.191589643141336
2488,2799,Walmart, 8745 Branch Ave, Clinton,MD,20735,38445.0,41.8,104925.0,40525.0,1856.0,4.827675900637274
2489,2797,Walmart, 100 Charlton Rd, Sturbridge,MA,01566,6006.0,42.0,95800.0,44937.0,259.0,4.312354312354312
2490,2804,Walmart Supercenter, 1801 Belle Isle Blvd, Oklahoma City,OK,73118,13942.0,35.2,53781.0,36341.0,1819.0,13.046908621431646
2491,2803,Walmart Supercenter, 2200 W Danforth Rd, Edmond,OK,73003,24344.0,32.8,62646.0,31935.0,3028.0,12.43838317449885
2492,2806,Walmart Supercenter, 4000 Hwy #9, Boiling Springs,SC,29316,25721.0,36.9,56811.0,27562.0,2037.0,7.919598771431904
2493,2805,Walmart Supercenter, 303 Market Dr, Emporia,VA,23847,15145.0,40.6,33708.0,16588.0,3046.0,20.112248266754705
2494,2808,Walmart Supercenter, 12200 Chattanooga Plz, Midlothian,VA,23112,52485.0,37.7,89485.0,38198.0,1713.0,3.2637896541869105
2495,2807,Walmart Supercenter, 2160 John Wayland Hwy, Harrisonburg,VA,22801,39833.0,25.4,46211.0,23639.0,10815.0,27.150854818868776
2496,2811,Walmart Supercenter, 4375 Lexington Rd, Athens,GA,30605,40956.0,25.2,31803.0,20719.0,12645.0,30.874597128625844
2497,2810,Walmart Supercenter, 97 Williams Dr, Spencer,WV,25276,7848.0,44.9,33581.0,19604.0,1587.0,20.2217125382263
2498,2752,Walmart Supercenter, 5990 Dahlia St, Commerce City,CO,80022,48652.0,30.5,60269.0,21830.0,7730.0,15.888349913672613
2499,2809,Walmart Supercenter, 100 Buckhannon Crossroads, Buckhannon,WV,26201,19924.0,41.7,41691.0,22184.0,3468.0,17.406143344709896
2500,2812,Walmart Supercenter, 25 25Th St Se, Rochester,MN,55904,27012.0,36.2,54717.0,28074.0,3336.0,12.3500666370502
2501,2814,Walmart Supercenter, 9300 Nw 77Th Ave, Hialeah,FL,33016,52124.0,39.8,43579.0,20104.0,10315.0,19.789348476709385
2502,2816,Walmart, 5630 W Touhy Ave, Niles,IL,60714,29911.0,47.6,58298.0,29595.0,2836.0,9.481461669619872
2503,2817,Walmart Supercenter, 17625 Torrence Ave, Lansing,IL,60438,28961.0,41.2,48054.0,25794.0,4269.0,14.740513103829288
2504,2813,Walmart Supercenter, 2001 N Central Ave, Marshfield,WI,54449,26001.0,43.0,54167.0,33531.0,2333.0,8.972731818007
2505,2815,Walmart, 1460 Golf Rd, Rolling Meadows,IL,60008,21930.0,37.5,63358.0,32811.0,1788.0,8.153214774281805
2506,2818,Walmart Supercenter, 7850 Cabela Dr, Hammond,IN,46324,22511.0,34.7,45930.0,21573.0,4280.0,19.012927013460086
2507,2819,Walmart Supercenter, 2100 N Main St, Bluffton,IN,46714,14451.0,38.9,45769.0,25115.0,2058.0,14.241228980693379
2508,2821,Walmart Supercenter, 2410 Sheila Ln, Richmond,VA,23225,42366.0,37.2,45240.0,28638.0,7294.0,17.216635981683424
2509,2822,Walmart Supercenter, 28270 Walker Rd S, Walker,LA,70785,21366.0,33.3,59959.0,26193.0,3142.0,14.705607039221192
2510,2823,Walmart Supercenter, 2900 Pike St, Parkersburg,WV,26101,30016.0,39.7,34160.0,20751.0,7958.0,26.512526652452024
2511,2801,Walmart Neighborhood Market, 108 S Westover Blvd, Albany,GA,31707,25357.0,34.8,35808.0,21667.0,6439.0,25.393382497929565
2512,2826,Walmart Neighborhood Market, 83053 Avenue 48, Coachella,CA,92236,44523.0,30.8,34463.0,14431.0,12372.0,27.78788491341554
2513,2825,Walmart, 1126 Us Highway 9, Old Bridge,NJ,08857,41227.0,41.2,93650.0,40717.0,1639.0,3.9755500036383924
2514,2828,Walmart Supercenter, 3355 S 27Th St, Milwaukee,WI,53215,62134.0,30.2,35803.0,14963.0,18952.0,30.501818650014485
2515,2820,Walmart Supercenter, 1055 Ryans Rd, Worthington,MN,56187,14535.0,33.2,51552.0,22689.0,2726.0,18.7547299621603
2516,2832,Walmart Supercenter, 4400 Highway 278, Hardeeville,SC,29927,9445.0,34.0,40189.0,17596.0,2595.0,27.474854420328217
2517,2830,Walmart, 1570 Chester Pike, Eddystone,PA,19022,4120.0,30.6,39095.0,16763.0,980.0,23.78640776699029
2518,2831,Walmart Supercenter, 2680 S Lincoln Ave, Jerome,ID,83338,20561.0,32.0,46081.0,18695.0,3338.0,16.234618938767568
2519,2836,Walmart Supercenter, 1051 E Broad St, Fuquay Varina,NC,27526,44970.0,39.1,75413.0,31263.0,3864.0,8.592394929953302
2520,2839,Walmart Neighborhood Market, 444 W Grand Street, Springfield,MO,65807,58008.0,31.8,38862.0,22075.0,11838.0,20.40752999586264
2521,2841,Walmart, 1740 Route 38, Lumberton,NJ,08048,12309.0,41.9,84347.0,42721.0,884.0,7.181736940450077
2522,2842,Walmart Supercenter, 1290 E Ontario Ave, Corona,CA,92881,34039.0,36.4,94498.0,34513.0,2015.0,5.919680366638268
2523,2840,Walmart Neighborhood Market, 11 Glynn Plaza, Brunswick,GA,31520,22950.0,38.3,28286.0,18363.0,7628.0,33.23747276688453
2524,2844,Walmart Supercenter, 1549 Route 9, Clifton Park,NY,12065,42680.0,41.3,86892.0,42749.0,2511.0,5.883317713214621
2525,2843,Walmart Supercenter, 17961 S Us Highway 441, Summerfield,FL,34491,25173.0,63.2,44806.0,25701.0,2884.0,11.456719501052715
2526,2845,Walmart Supercenter, 14215. U.S. Highway 64 West, Siler City,NC,27344,18865.0,36.5,37974.0,21186.0,4150.0,21.998409753511794
2527,2846,Walmart Supercenter, 7950 Craft Goodman Frontage Rd, Olive Branch,MS,38654,50990.0,37.0,74385.0,31693.0,3845.0,7.54069425377525
2528,2849,Walmart Supercenter, 320 Mallard Lane, Mason,WV,25260,1380.0,46.4,31250.0,17614.0,433.0,31.3768115942029
2529,2847,Walmart Supercenter, 10504 S 15Th St, Bellevue,NE,68123,31770.0,30.1,74267.0,32541.0,1377.0,4.334277620396601
2530,2854,Walmart Supercenter, 180 River Rd, Lisbon,CT,06351,16091.0,40.4,67111.0,33284.0,1226.0,7.619165993412467
2531,2853,Walmart, 40 Drury Dr, La Plata,MD,20646,20351.0,41.7,98737.0,42299.0,941.0,4.623851407793229
2532,2855,Walmart Supercenter, 16100 W 65Th St, Shawnee,KS,66217,5662.0,48.6,60020.0,42833.0,679.0,11.99222889438361
2533,2858,Walmart Neighborhood Market, 349 Brampton Ave, Statesboro,GA,30458,43445.0,24.4,32029.0,19013.0,15323.0,35.26988145931638
2534,2856,Walmart Supercenter, 201 Se Salem St, Oak Grove,MO,64075,12539.0,38.1,62824.0,27333.0,988.0,7.879416221389265
2535,2857,Walmart Supercenter, 8551 N Boardwalk Ave, Kansas City,MO,64154,10497.0,36.7,66952.0,37008.0,655.0,6.239878060398209
2536,2859,Walmart Supercenter, 2150 Chili Ave, Rochester,NY,14624,36265.0,41.0,64645.0,30638.0,2092.0,5.76864745622501
2537,2860,Walmart Supercenter, 160 Pooler Pkwy, Pooler,GA,31322,25112.0,37.5,77047.0,33492.0,1736.0,6.9130296272698315
2538,2861,Walmart Supercenter, 7319 W State St, Boise,ID,83714,20916.0,44.1,50809.0,35594.0,2347.0,11.221074775291642
2539,2862,Walmart Supercenter, 4051 E Fairview Ave, Meridian,ID,83642,41893.0,38.1,64809.0,31088.0,4686.0,11.185639605662043
2540,2864,Walmart Supercenter, 6703 W Loop 1604 N, San Antonio,TX,78254,56329.0,30.8,82330.0,27742.0,3777.0,6.705249516234977
2541,2866,Walmart, 5110 Times Square Pl, Okemos,MI,48864,22652.0,36.7,82069.0,44804.0,2540.0,11.213137912767085
2542,2867,Walmart, 3225 Towne Centre Blvd, Lansing,MI,48912,17543.0,31.5,40765.0,23415.0,4073.0,23.217237644644587
2543,2869,Walmart Supercenter, 409 N Marketplace Blvd, Lansing,MI,48917,32169.0,40.2,56011.0,33043.0,3332.0,10.357797879946533
2544,2865,Walmart, 2301 W Wellesley Ave, Spokane,WA,99205,42977.0,36.2,46763.0,24155.0,7781.0,18.10503292458757
2545,2870,Walmart Neighborhood Market, 3915 N Kings Hwy, Myrtle Beach,SC,29577,31361.0,41.2,38341.0,26131.0,7825.0,24.951372724084052
2546,2871,Walmart, 2501 Route 130 S, Cinnaminson,NJ,08077,19258.0,42.5,97602.0,41761.0,1173.0,6.090975179146329
2547,2872,Walmart Supercenter, 10562 Belleville Rd, Belleville,MI,48111,41403.0,38.9,56662.0,29451.0,4904.0,11.844552327126054
2548,2873,Walmart Supercenter, 2001 W Maple Rd, Troy,MI,48084,15662.0,38.1,85726.0,44167.0,843.0,5.382454348103691
2549,2850,Walmart Supercenter, 2320 No. Hanover Pike, Hampstead,MD,21074,14964.0,42.5,80571.0,40023.0,746.0,4.985298048650094
2550,2874,Walmart Supercenter, 200 Dutch Meadows Ln, Glenville,NY,12302,27504.0,42.4,74199.0,34281.0,1613.0,5.864601512507272
2551,2875,Walmart Neighborhood Market, 6437 N. Macarthur Blvd, Warr Acres,OK,73132,28149.0,33.8,51932.0,27228.0,4741.0,16.84251660805002
2552,2876,Walmart Neighborhood Market, 1301 E 2Nd St, Edmond,OK,73034,43646.0,36.2,79238.0,44213.0,4039.0,9.25399807542501
2553,2877,Walmart Neighborhood Market, 11101 N Rockwell Ave, Oklahoma City,OK,73162,29366.0,42.5,68992.0,36099.0,2064.0,7.028536402642512
2554,2878,Walmart Neighborhood Market, 911 Sw 104Th St, Oklahoma City,OK,73139,17783.0,33.2,43638.0,23158.0,3931.0,22.1053815441714
2555,2881,Walmart Supercenter, 1471 E Osceola Pkwy, Kissimmee,FL,34744,51648.0,35.5,48983.0,19865.0,6656.0,12.88723667905824
2556,2880,Walmart Neighborhood Market, 6606 E 81St St, Tulsa,OK,74133,46028.0,36.8,59950.0,35324.0,4560.0,9.907013122447205
2557,2883,Walmart Supercenter, 8801 Ohio Dr, Plano,TX,75024,42405.0,36.6,91795.0,50699.0,1947.0,4.591439688715953
2558,2884,Walmart Supercenter, 8060 W Tropical Pkwy, Las Vegas,NV,89149,37967.0,37.9,68538.0,35177.0,2711.0,7.140411409908605
2559,2882,Walmart Supercenter, 9451 Dunkirk Ln N, Maple Grove,MN,55311,37447.0,38.3,122582.0,51279.0,1634.0,4.363500413918338
2560,2886,Walmart Supercenter, 8500 Washington Blvd, Pico Rivera,CA,90660,63694.0,36.3,61524.0,21055.0,6721.0,10.552014318460138
2561,2885,Walmart, 199 Connell Hwy, Newport,RI,02840,23267.0,37.5,65317.0,41475.0,3169.0,13.620148708471225
2562,2888,Walmart Supercenter, 100 No Londonderry Square, Palmyra,PA,17078,21125.0,43.9,60965.0,33563.0,1316.0,6.229585798816568
2563,2887,Walmart Neighborhood Market, 125 Maryport Drive, Myrtle Beach,SC,29575,17774.0,51.9,49314.0,30142.0,1750.0,9.845842241476314
2564,2889,Walmart Supercenter, 2715 S 25Th St, Clinton,IA,52732,27227.0,42.4,43761.0,26377.0,4057.0,14.900650089984207
2565,2891,Walmart Supercenter, 2450 Nw Loop 338, Odessa,TX,79763,37282.0,29.4,51849.0,22166.0,5239.0,14.052357706131644
2566,2890,Walmart Supercenter, 5955 Zebulon Rd, Macon,GA,31210,34216.0,38.1,62118.0,38445.0,3982.0,11.637830254851531
2567,2893,Walmart Supercenter, 121 Peter Pan Rd, Independence,KS,67301,12801.0,38.0,46343.0,22146.0,1995.0,15.584719943754394
2568,2892,Walmart Supercenter, 11101 S Parker Rd, Parker,CO,80134,64118.0,36.6,108761.0,45623.0,2206.0,3.4405315200099817
2569,2894,Walmart Supercenter, 13164 Garrett Hwy, Oakland,MD,21550,14504.0,45.7,46197.0,27025.0,1686.0,11.624379481522338
2570,2897,Walmart, 235 Queen St, Southington,CT,06489,33473.0,44.8,90187.0,41231.0,1194.0,3.5670540435574942
2571,2898,Walmart, 665 Boston Post Rd, Old Saybrook,CT,06475,10162.0,50.8,74185.0,44026.0,481.0,4.733320212556583
2572,2900,Walmart, 80 Town Line Rd, Rocky Hill,CT,06067,20015.0,44.7,79421.0,44956.0,1372.0,6.854858855858106
2573,2901,Walmart, 180 N King St, Northampton,MA,01060,15729.0,34.3,57485.0,36152.0,1962.0,12.473774556551593
2574,2902,Walmart, 121 Worcester Rd, Framingham,MA,01701,32098.0,45.5,105940.0,49590.0,1630.0,5.078198018568135
2575,2905,Walmart, 250 Route 59, Suffern,NY,10901,23948.0,43.7,94465.0,45748.0,1449.0,6.050609654250877
2576,2903,Walmart, 66 Parkhurst Rd, Chelmsford,MA,01824,25961.0,44.5,115533.0,51331.0,826.0,3.1816956203536075
2577,2904,Walmart, 700 Oak St, Brockton,MA,02301,61320.0,35.1,47724.0,23384.0,11906.0,19.41617742987606
2578,2906,Walmart, 1890 Old Country Rd, Riverhead,NY,11901,28897.0,43.5,59624.0,30276.0,2989.0,10.34363428729626
2579,2907,Walmart Neighborhood Market, 3791 Nw 167Th Street, Miami Gardens,FL,33055,45389.0,39.3,42950.0,15857.0,9751.0,21.483178743748486
2580,2908,Walmart Supercenter, 201 Montgomery Xing, Biscoe,NC,27209,4415.0,35.9,38424.0,19610.0,471.0,10.668176670441676
2581,2911,Walmart Supercenter, 3018 East Ave, Central Square,NY,13036,8777.0,43.1,53358.0,27582.0,1060.0,12.077019482738978
2582,2909,Walmart Supercenter, 961 E Columbus Ave, Corry,PA,16407,11027.0,42.3,47412.0,22068.0,1863.0,16.89489435023125
2583,2835,Walmart Neighborhood Market, 9006 Guilbeau Road, San Antonio,TX,78250,60906.0,34.6,64826.0,25909.0,5921.0,9.721538107903983
2584,2912,Walmart Supercenter, 7555 Telegraph Rd, Taylor,MI,48180,61648.0,38.5,44435.0,22174.0,12036.0,19.523747729042306
2585,2913,Walmart Supercenter, 13001 Highway 90, Boutte,LA,70039,2388.0,34.2,30822.0,17180.0,840.0,35.175879396984925
2586,2914,Walmart Supercenter, 1 Massillon Marketplace Dr Sw, Massillon,OH,44646,46322.0,43.1,52252.0,29242.0,5599.0,12.087129225853806
2587,2916,Walmart, 2465 Hempstead Tpke, East Meadow,NY,11554,37195.0,42.7,94513.0,39549.0,1625.0,4.368866783169781
2588,2910,Walmart Supercenter, 2875 E State St, Salem,OH,44460,25680.0,44.1,47846.0,28388.0,3664.0,14.26791277258567
2589,2917,Walmart, 1850 Veterans Hwy, Islandia,NY,11749,3352.0,41.0,90966.0,32653.0,103.0,3.0727923627684963
2590,2918,Walmart Supercenter, 730 W Exchange Pkwy, Allen,TX,75013,38975.0,37.4,124915.0,51388.0,956.0,2.4528543938422067
2591,2915,Walmart, 3990 Nesconset Hwy, East Setauket,NY,11733,16869.0,45.7,147330.0,62622.0,380.0,2.252652795067876
2592,2921,Walmart Supercenter, 534 N Harrisville Rd, Harrisville,UT,84404,60840.0,31.9,55885.0,22375.0,7241.0,11.901709401709402
2593,2919,Walmart Neighborhood Market, 4430 Desiard Street, Monroe,LA,71203,37744.0,33.1,41878.0,21791.0,8069.0,21.378232301822806
2594,2922,Walmart Supercenter, 7635 No. La Cholla B, Tucson,AZ,85741,35149.0,34.7,57328.0,26658.0,4627.0,13.163959145352642
2595,2920,Walmart Supercenter, 1505 County Road 220, Orange Park,FL,32003,29163.0,43.3,90964.0,39257.0,873.0,2.993519185269005
2596,2925,Walmart Supercenter, 681 Lincoln Ave, Napa,CA,94558,68617.0,41.8,83491.0,41150.0,4856.0,7.076963434717344
2597,2924,Walmart Supercenter, 2550 Coors Bldv. Nw, Albuquerque,NM,87120,62110.0,36.3,66285.0,32686.0,6214.0,10.004830140074063
2598,2926,Walmart Supercenter, 6000 Coit Rd, Plano,TX,75023,49563.0,39.5,83764.0,37519.0,2614.0,5.274095595504711
2599,2923,Walmart Supercenter, 1649 Main St, Billings,MT,59105,30905.0,35.9,65768.0,32347.0,2425.0,7.8466267594240415
2600,2929,Walmart Supercenter, 3030 N Main St, Hope Mills,NC,28348,35723.0,33.2,52856.0,22163.0,4773.0,13.361139881868825
2601,2928,Walmart Supercenter, 605 Saint James Ave, Goose Creek,SC,29445,59269.0,33.1,56600.0,26119.0,7607.0,12.834702795727953
2602,2932,Walmart Supercenter, 10900 Parkside Dr, Knoxville,TN,37934,25768.0,44.0,101430.0,46411.0,1125.0,4.365880161440546
2603,2852,Walmart Supercenter, 10 Walmart Dr, Moundsville,WV,26041,16068.0,43.7,39585.0,20760.0,2818.0,17.53796365446851
2604,2935,Walmart Supercenter, 814 W Bell Ave, Knoxville,IA,50138,11161.0,44.5,52090.0,26265.0,1289.0,11.549144341904848
2605,2934,Walmart Supercenter, 15150 Us Highway 150, Paris,IL,61944,11918.0,44.5,45826.0,26344.0,1801.0,15.111595905353248
2606,2833,Walmart Supercenter, #1 Wal-Mart Lane, Grafton,WV,26354,10486.0,44.3,39476.0,21230.0,1811.0,17.270646576387563
2607,2936,Walmart Supercenter, 10330 W Silver Spring Dr, Milwaukee,WI,53225,26070.0,31.9,42665.0,20648.0,5777.0,22.159570387418487
2608,2937,Walmart Supercenter, 12080 Highway 169 W, Hibbing,MN,55746,16930.0,40.9,45539.0,25996.0,3131.0,18.493797991730656
2609,2938,Walmart Supercenter, 2428 W Pinhook Rd, Lafayette,LA,70508,38799.0,37.1,72109.0,43590.0,3279.0,8.451248743524317
2610,2940,Walmart Neighborhood Market, 5251 Cypress Street, West Monroe,LA,71291,31681.0,37.9,46272.0,26927.0,5017.0,15.835990025567375
2611,2939,Walmart Supercenter, 200 Marketplace Drive, Richland,MS,39218,7107.0,34.3,46242.0,19967.0,847.0,11.91782749401998
2612,2941,Walmart Supercenter, 5200 Windward Pkwy, Alpharetta,GA,30004,63135.0,37.5,107423.0,53158.0,3677.0,5.824027876771996
2613,2933,Walmart Supercenter, 201 Greasy Ridge Rd, Princeton,WV,24739,,,,,,
2614,2945,Walmart Supercenter, 100 Commons Dr, Parkesburg,PA,19365,7194.0,38.7,68469.0,29458.0,459.0,6.380316930775646
2615,2948,Walmart Supercenter, 13310 Telegraph Rd, Santa Fe Springs,CA,90670,16642.0,37.2,66509.0,24827.0,2121.0,12.744862396346592
2616,2950,Walmart Supercenter, 37140 47Th St E, Palmdale,CA,93552,41320.0,29.8,60612.0,17824.0,5586.0,13.518877057115198
2617,2951,Walmart Supercenter, 1731 E Avenue J, Lancaster,CA,93535,73728.0,29.7,42978.0,16417.0,21257.0,28.831651475694443
2618,2930,Walmart Neighborhood Market, 6931 Nw 88Th Avenue, Tamarac,FL,33321,48037.0,47.0,45010.0,25409.0,5347.0,11.131003185044861
2619,2952,Walmart, 41200 Murrieta Hot Springs Rd, Murrieta,CA,92562,63032.0,36.3,81500.0,33647.0,5011.0,7.94993019418708
2620,2954,Walmart, 650 Main Ave, Norwalk,CT,06851,26831.0,42.7,93887.0,49149.0,1784.0,6.6490253810890385
2621,2956,Walmart Supercenter, 1401 Il Route 59, Shorewood,IL,60431,23843.0,35.7,90903.0,34347.0,877.0,3.678228410854339
2622,2955,Walmart Supercenter, 1701 W 133Rd St, Kansas City,MO,64145,5288.0,53.7,70597.0,43384.0,296.0,5.597579425113464
2623,2957,Walmart Supercenter, 1583 Highway 10 W, Detroit Lakes,MN,56501,17322.0,42.6,54807.0,30373.0,2256.0,13.023900242466228
2624,2958,Walmart Supercenter, 3701 E Calumet St, Appleton,WI,54915,42788.0,37.6,63459.0,31023.0,3922.0,9.166121342432458
2625,2899,Walmart, 255 W Main St, Avon,CT,06001,18561.0,45.7,122486.0,66228.0,595.0,3.2056462475082164
2626,2959,Walmart Supercenter, 28804 Gratiot Ave, Roseville,MI,48066,47699.0,38.1,43273.0,22770.0,8316.0,17.434327763684774
2627,2964,Walmart Supercenter, 11 Jungle Rd, Leominster,MA,01453,41446.0,40.2,57610.0,30775.0,5511.0,13.296819958500217
2628,2965,Walmart, 3164 Berlin Tpke, Newington,CT,06111,30603.0,44.9,79181.0,38179.0,1445.0,4.721759304643336
2629,2953,Walmart Supercenter, 54 Cousineau Drive, Swansea,MA,02777,16204.0,46.5,81469.0,35286.0,881.0,5.436929153295482
2630,2966,Walmart Supercenter, 222 Smokerise Dr, Wadsworth,OH,44281,31507.0,39.6,70232.0,35519.0,1740.0,5.522582283302123
2631,2963,Walmart Supercenter, 6001 Coral Ridge Dr, Coral Springs,FL,33076,35123.0,40.0,121458.0,51444.0,1570.0,4.470005409560687
2632,2968,Walmart Supercenter, 200 Floyd Dr, Carrollton,KY,41008,6951.0,36.8,45833.0,23175.0,1892.0,27.2191051647245
2633,2967,Walmart Supercenter, 3450 Valley Plaza Pkwy, Ft Wright,KY,41017,39334.0,38.0,74593.0,39589.0,2541.0,6.460059998983068
2634,2974,Walmart Neighborhood Market, 1501 Buckingham Rd, Richardson,TX,75081,37960.0,37.1,66513.0,32881.0,3066.0,8.076923076923077
2635,2973,Walmart, 115 West Fm 544, Murphy,TX,75094,23097.0,37.4,127095.0,40336.0,1032.0,4.468112741914535
2636,2976,Walmart Neighborhood Market, 915 N Town East Blvd, Mesquite,TX,75150,62297.0,32.2,48921.0,22315.0,8197.0,13.157936979308795
2637,2977,Walmart Neighborhood Market, 735 W Sublett Rd, Arlington,TX,76017,47010.0,36.1,69155.0,31572.0,5056.0,10.755158476919805
2638,2978,Walmart Supercenter, 7451 Mccart Ave, Fort Worth,TX,76133,51022.0,35.3,52583.0,24247.0,9548.0,18.713496138920465
2639,2927,Walmart Supercenter, 23500 Ne Sandy Blvd, Wood Village,OR,97060,22442.0,34.0,62740.0,28007.0,3337.0,14.86944122627217
2640,2931,Walmart Supercenter, 409 N Fruitland Blvd, Salisbury,MD,21826,5304.0,30.8,63266.0,24731.0,840.0,15.83710407239819
2641,2975,Walmart Neighborhood Market, 3959 Broadway Blvd, Garland,TX,75043,59951.0,35.1,58571.0,25448.0,6928.0,11.556104151723908
2642,2980,Walmart Supercenter, 8520 N Beach St, Fort Worth,TX,76244,74414.0,32.1,100861.0,35829.0,1685.0,2.2643588572042894
2643,2979,Walmart Neighborhood Market, 7401 Park Vista Blvd, Fort Worth,TX,76137,60065.0,31.6,70846.0,29709.0,5149.0,8.572379921751436
2644,2981,Walmart Neighborhood Market, 2130 Ruf Snow Drive, Keller,TX,76248,39131.0,40.5,123446.0,49906.0,1362.0,3.480616391096573
2645,2985,Walmart Supercenter, 7065 N Ingram Ave, Fresno,CA,93650,3863.0,37.8,36106.0,16067.0,1063.0,27.517473466217965
2646,2986,Walmart Supercenter, 1155 W Winneconne Ave, Neenah,WI,54956,43211.0,39.3,64553.0,37255.0,4068.0,9.414269514706904
2647,2987,Walmart Supercenter, 4301 S University Dr, Davie,FL,33328,29310.0,39.4,84712.0,37962.0,2295.0,7.830092118730809
2648,2988,Walmart Supercenter, 2625 No. Hwy 27, La Fayette,GA,30728,21103.0,38.6,41002.0,21658.0,3097.0,14.675638534805477
2649,2946,Walmart, 2500 W. Broward Boulevard, Fort Lauderdale,FL,33312,53365.0,37.1,50603.0,26269.0,9681.0,18.141103719666447
2650,2991,Walmart Supercenter, 201 Walton Way, Cedar Park,TX,78613,77779.0,35.1,96857.0,38378.0,2943.0,3.783797683179264
2651,2990,Walmart Supercenter, 1101 E Spruce St, Mitchell,SD,57301,18565.0,38.2,47995.0,27793.0,2288.0,12.324266092108807
2652,2992,Walmart Supercenter, 3217 Silverback Ln, Painted Post,NY,14870,9879.0,41.5,61846.0,35472.0,764.0,7.733576272902115
2653,2994,Walmart Supercenter, 3022 S Belt Hwy, Saint Joseph,MO,64503,12201.0,40.3,47069.0,22940.0,2281.0,18.69518891894107
2654,2995,Walmart Neighborhood Market, 8040 Independence Pkwy, Plano,TX,75025,53559.0,39.9,112999.0,50504.0,2440.0,4.5557235945406
