,Store Number,Store Type,Address,City,State,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
1299,1434,Walmart Supercenter, 707 S 8Th St, Colorado Springs,CO,80905,17087.0,35.3,41961.0,27000.0,3643.0,21.320301983964416
1300,1391,Walmart Supercenter, 1101 Beville Rd, Daytona Beach,FL,32119,22470.0,44.7,36822.0,24002.0,4290.0,19.092122830440587
1301,1435,Walmart Supercenter, 806 Laurel St, Creston,IA,50801,9551.0,39.1,45653.0,24150.0,1348.0,14.113705371165324
1302,1439,Walmart Supercenter, 625 W Telegraph St, Washington,UT,84780,23596.0,34.1,56084.0,28646.0,3391.0,14.371079844041363
1303,1437,Walmart Supercenter, 2600 N Highway 64, Guymon,OK,73942,13865.0,34.0,51101.0,23755.0,2205.0,15.90335376848179
1304,1436,Walmart Supercenter, 6294 Forest Hill Blvd, Greenacres,FL,33415,50843.0,36.5,38750.0,17886.0,11029.0,21.692268355525833
1305,1440,Walmart Supercenter, 99 W 1280 N, Tooele,UT,84074,49493.0,31.2,68417.0,24580.0,2943.0,5.9462954357181825
1306,1395,Walmart, 1212 W Mccord St, Centralia,IL,62801,21888.0,41.8,40478.0,20984.0,4199.0,19.18402777777778
1307,1441,Walmart Supercenter, 5303 Bowen Drive, Mason,OH,45040,53848.0,39.8,97629.0,46750.0,1323.0,2.4569157628881295
1308,1443,Walmart Supercenter, 4370 Eastgate Square Dr, Cincinnati,OH,45245,19861.0,41.5,63920.0,35200.0,1453.0,7.315845123609083
1309,1444,Walmart Supercenter, 9890 Hutchinson Park Dr, Jacksonville,FL,32225,54270.0,39.0,69233.0,33450.0,3474.0,6.401326699834162
1310,1438,Walmart Supercenter, 1330 S Providence Center Dr, Cedar City,UT,84720,21342.0,27.7,46494.0,20385.0,5251.0,24.60406709774154
1311,1429,Walmart Supercenter, 2052 N State Route 53, Fremont,OH,43420,30294.0,41.4,46495.0,24641.0,4899.0,16.171519112695584
1312,1445,Walmart Supercenter, 2826 East Harbor Rd, Port Clinton,OH,43452,13600.0,50.3,49910.0,32648.0,1562.0,11.485294117647058
1313,1447,Walmart Supercenter, 3705 Tower Ave, Superior,WI,54880,30137.0,37.8,46113.0,26378.0,4905.0,16.27567442014799
1314,1398,Walmart Supercenter, 4545 Hypoluxo Rd, Lake Worth,FL,33463,60934.0,34.4,52189.0,20835.0,10259.0,16.836249056356056
1315,1448,Walmart Supercenter, 1996 E Main St, Ashland,OH,44805,32647.0,38.1,49721.0,25158.0,3911.0,11.97966122461482
1316,1449,Walmart Supercenter, 4115 Calumet Ave, Manitowoc,WI,54220,39215.0,44.0,47428.0,27316.0,4961.0,12.6507713884993
1317,1452,Walmart, 3209 Pineville Matthews Rd, Charlotte,NC,28226,38452.0,41.7,84247.0,53284.0,2325.0,6.046499531883907
1318,1450,Walmart Supercenter, 200 Academy Dr, Ripley,WV,25271,9678.0,42.0,36238.0,23464.0,1690.0,17.46228559619756
1319,1442,Walmart Supercenter, 1017 West Haul Road, Page,AZ,86040,10752.0,29.3,58790.0,20301.0,2018.0,18.76860119047619
1320,1451,Walmart Supercenter, 100 Lincoln Ave, Beardstown,IL,62618,7597.0,37.0,43712.0,21071.0,1309.0,17.230485718046598
1321,1453,Walmart Supercenter, 2440 W Mason St, Green Bay,WI,54303,27990.0,33.5,38658.0,20567.0,6161.0,22.01143265451947
1322,1455,Walmart Supercenter, 8401 Anderson Blvd, Fort Worth,TX,76120,19041.0,30.9,46404.0,22852.0,4540.0,23.84328554172575
1323,1456,Walmart Supercenter, 125 N 2Nd St, Evanston,WY,82930,14589.0,35.1,50829.0,26011.0,2559.0,17.540612790458564
1324,1458,Walmart Supercenter, 3040 Battlefield Pkwy, Fort Oglethorpe,GA,30742,7778.0,34.8,41990.0,19430.0,1375.0,17.67806634096169
1325,1457,Walmart Supercenter, 1733 N Federal Blvd, Riverton,WY,82501,19510.0,35.8,54788.0,27676.0,2553.0,13.085597129677089
1326,1460,Walmart Supercenter, 3803 Osborne Dr W, Hastings,NE,68901,26126.0,37.0,48889.0,27826.0,3261.0,12.481818877746306
1327,1459,Walmart Supercenter, 7245 Us 31 S, Indianapolis,IN,46227,57023.0,33.4,40415.0,22222.0,10746.0,18.845027445066027
1328,1462,Walmart Supercenter, 501 Willow Ln, Greenville,AL,36037,13361.0,39.6,38362.0,20008.0,3209.0,24.017663348551753
1329,1465,Walmart Supercenter, 515 Mount Cross Rd, Danville,VA,24540,31607.0,45.1,38888.0,22559.0,5525.0,17.480304995728794
1330,1454,Walmart Supercenter, 5211 Broadway St, Quincy,IL,62305,19606.0,45.5,62211.0,34315.0,1489.0,7.594613893706009
1331,1467,Walmart Supercenter, 539 E Central Ave, Jamestown,TN,38556,12366.0,44.1,32341.0,19313.0,2813.0,22.74785702733301
1332,1466,Walmart Supercenter, 2824 Appalachian Hwy, Jacksboro,TN,37757,9461.0,43.0,46978.0,23382.0,860.0,9.089948208434626
1333,1468,Walmart Supercenter, 205 House Carlson Dr, Batesville,MS,38606,15109.0,34.9,41342.0,24280.0,2581.0,17.08253358925144
1334,1469,Walmart Supercenter, 2020 Gunbarrel Rd Ste 250, Chattanooga,TN,37421,49388.0,40.2,58013.0,32504.0,4432.0,8.973839799141492
1335,1470,Walmart Supercenter, 700 19Th Ave Se, Willmar,MN,56201,23158.0,35.7,50319.0,25878.0,3504.0,15.130840314362208
1336,1472,Walmart Supercenter, 1752 No. Frontage, Hastings,MN,55033,29960.0,42.0,71893.0,35193.0,2047.0,6.8324432576769025
1337,1473,Walmart Supercenter, 1881 E Madison Ave, Mankato,MN,56001,47728.0,27.3,48852.0,27067.0,9767.0,20.46387864565873
1338,1471,Walmart, 1717 N Shawano St, New London,WI,54961,13790.0,40.7,55898.0,28902.0,1519.0,11.01522842639594
1339,1474,Walmart Supercenter, 2900 S Pacific Ave, Yuma,AZ,85365,48973.0,35.6,49389.0,25803.0,6218.0,12.69679210993813
1340,1477,Walmart Supercenter, 200 Wal St, Summersville,WV,26651,9618.0,43.1,40744.0,25393.0,1731.0,17.997504678727385
1341,1476,Walmart Supercenter, 1351 Veterans Pkwy, Clarksville,IN,47129,19674.0,40.9,40991.0,22379.0,2476.0,12.585137745247534
1342,1463,Walmart Supercenter, 70 Hospitality Dr, Xenia,OH,45385,38215.0,42.9,52849.0,29790.0,6294.0,16.46997252387806
1343,1478,Walmart Supercenter, 354 Private Drive 288, South Point,OH,45680,12986.0,40.1,45068.0,23980.0,2415.0,18.596950562143846
1344,1475,Walmart Supercenter, 2485 Highway 92, Washington,IA,52353,9284.0,42.5,51678.0,27840.0,1090.0,11.740629039207239
1345,1480,Walmart Supercenter, 950 E Greenville Pike, Winchester,IN,47394,8207.0,42.0,46366.0,24922.0,1344.0,16.37626416473742
1346,1479,Walmart Supercenter, 2400 Morthland Dr, Valparaiso,IN,46383,40940.0,36.6,59692.0,30712.0,4643.0,11.340986809965804
1347,1464,Walmart Supercenter, 8180 S Tryon St, Charlotte,NC,28273,37654.0,33.5,63031.0,28720.0,3669.0,9.743984702820418
1348,1417,Walmart Supercenter, 3050 E State Route 69, Prescott,AZ,86301,22147.0,54.0,48413.0,27571.0,2989.0,13.496184584819614
1349,1485,Walmart Supercenter, 2300 S Douglas Hwy, Gillette,WY,82718,25865.0,32.4,88208.0,34255.0,2512.0,9.711965977189251
1350,1482,Walmart, 7011 W Waters Ave, Tampa,FL,33634,20955.0,37.0,57086.0,27108.0,3262.0,15.566690527320448
1351,1489,Walmart, 555 E Townline Rd, Vernon Hills,IL,60061,27013.0,39.0,98803.0,47186.0,1892.0,7.004035094213897
1352,1486,Walmart Supercenter, 1800 Peery Dr, Farmville,VA,23901,17524.0,31.5,43701.0,20635.0,3273.0,18.67724263866697
1353,1488,Walmart Supercenter, 7001 Concourse Pkwy, Douglasville,GA,30134,43474.0,35.9,51295.0,22211.0,7430.0,17.090674886138842
1354,1490,Walmart Supercenter, 7219 Walton St, Rockford,IL,61108,27677.0,40.9,51650.0,25913.0,2923.0,10.56111572786068
1355,1493,Walmart Supercenter, 3371 S Alabama Ave, Monroeville,AL,36460,10415.0,39.9,26172.0,17650.0,3390.0,32.549207873259725
1356,1492,Walmart Supercenter, 14000 E Exposition Ave, Aurora,CO,80012,51572.0,33.5,49658.0,23141.0,8253.0,16.00286977429613
1357,1494,Walmart Supercenter, 4109 S Staples St, Corpus Christi,TX,78411,26570.0,38.6,53341.0,28213.0,4624.0,17.40308618742943
1358,1495,Walmart Supercenter, 7680 Brandt Pike, Huber Heights,OH,45424,50734.0,37.7,59853.0,27599.0,5862.0,11.554381676981906
1359,1496,Walmart Supercenter, 1334 Flammang Dr, Waterloo,IA,50702,19568.0,37.6,49139.0,25155.0,1942.0,9.924366312346688
1360,1497,Walmart, 22401 Central Avenue, Richton Park,IL,60471,14086.0,39.4,50896.0,24402.0,2781.0,19.74300724123243
1361,1499,Walmart Supercenter, 520 N Jefferson St, Lewisburg,WV,24901,9292.0,42.6,47649.0,30237.0,1472.0,15.841584158415841
1362,1425,Walmart Supercenter, 402 W Plaza Dr, Columbia City,IN,46725,22838.0,41.7,56953.0,27702.0,2262.0,9.904545056484807
1363,1500,Walmart Supercenter, 1201 29Th St Se, Watertown,SD,57201,25460.0,38.3,50986.0,29312.0,3087.0,12.124901806755695
1364,1501,Walmart, 14941 N Dale Mabry Hwy, Tampa,FL,33618,26654.0,43.7,67325.0,44352.0,1739.0,6.524349065806258
1365,1498,Walmart Supercenter, 3738 Battleground Ave, Greensboro,NC,27410,55981.0,41.6,63980.0,38057.0,5308.0,9.481788463943124
1366,1502,Walmart Supercenter, 251 Premier Blvd, Roanoke Rapids,NC,27870,26033.0,40.2,34889.0,21583.0,6474.0,24.868436215572544
1367,1503,Walmart Supercenter, 6244 Wilmington Pike, Dayton,OH,45459,26846.0,50.4,71188.0,44834.0,1322.0,4.924383520822469
1368,1504,Walmart Supercenter, 8800 Kingsridge Dr, Dayton,OH,45458,31592.0,42.7,82045.0,43372.0,2546.0,8.059002279057989
1369,1505,Walmart Supercenter, 254 Cassidy Blvd, Pikeville,KY,41501,23122.0,37.9,35656.0,24048.0,6154.0,26.615344693365625
1370,1506,Walmart Supercenter, 1220 W Main St, Manchester,IA,52057,7694.0,45.7,58949.0,34705.0,801.0,10.410709643878347
1371,1508,Walmart Supercenter, 1695 Coffeen Ave, Sheridan,WY,82801,25134.0,41.5,55710.0,31694.0,1540.0,6.127158430810854
1372,1487,Walmart Supercenter, 5780 Franklin St, Michigan City,IN,46360,43473.0,39.7,42642.0,23184.0,8680.0,19.966415936328296
1373,1509,Walmart Supercenter, 103 E Carlisle, Maquoketa,IA,52060,8467.0,42.9,46917.0,25119.0,1353.0,15.979685839140192
1374,1510,Walmart Supercenter, 7625 Doering Dr, Florence,KY,41042,51545.0,38.8,57999.0,30111.0,5072.0,9.83994567853332
1375,1512,Walmart Supercenter, 800 W Warner Rd, Chandler,AZ,85225,70587.0,32.8,58571.0,27250.0,11189.0,15.851360732146146
1376,1446,Walmart Supercenter, 2501 West Ave, Rice Lake,WI,54868,15387.0,43.1,48022.0,28920.0,1781.0,11.57470592058231
1377,1513,Walmart Supercenter, 35404 Us Highway 19 N, Palm Harbor,FL,34684,28910.0,53.4,50296.0,32417.0,1962.0,6.786579038395019
1378,1511,Walmart Supercenter, 1800 South University Drive, Miramar,FL,33025,68450.0,35.6,55708.0,23784.0,8485.0,12.39590942293645
1379,1514,Walmart Supercenter, 2201 Michigan Ave, Arnold,MO,63010,35988.0,38.5,63654.0,28679.0,3396.0,9.436478826275426
1380,1516,Walmart Supercenter, 1501 Roosevelt, Borger,TX,79007,14415.0,35.7,47737.0,24472.0,2711.0,18.806798473812
1381,1515,Walmart Supercenter, W190N9855 Appleton Ave, Germantown,WI,53022,19216.0,42.4,79230.0,40310.0,756.0,3.9342214820982515
1382,1461,Walmart Supercenter, 201 Gateway Blvd, Rock Springs,WY,82901,29573.0,32.2,72633.0,31324.0,3547.0,11.994048625435363
1383,1519,Walmart Supercenter, 100 Walmart Dr, Jackson,OH,45640,16093.0,40.7,42488.0,21346.0,3631.0,22.562604859255575
1384,1517,Walmart Supercenter, 5001 N Federal Highway, Pompano Beach,FL,33064,61076.0,38.5,48506.0,25614.0,12115.0,19.835942104918463
1385,1521,Walmart Supercenter, 8451 Colerain Ave, Cincinnati,OH,45239,27509.0,38.4,51972.0,26840.0,3872.0,14.075393507579337
1386,1522,Walmart Supercenter, 721 Beverly Pike, Elkins,WV,26241,14112.0,44.1,41477.0,26922.0,2196.0,15.561224489795919
1387,1520,Walmart Supercenter, 3820 7Th Ave Se, Aberdeen,SD,57401,32362.0,35.9,52059.0,31009.0,3706.0,11.45170261417712
1388,1527,Walmart Supercenter, 101 Tanglewood Pkwy N, Elizabeth City,NC,27909,39577.0,38.2,47274.0,23724.0,6743.0,17.03767339616444
1389,1525,Walmart Supercenter, 7430 Bell Creek Rd, Mechanicsville,VA,23111,37417.0,42.5,76342.0,35027.0,2134.0,5.703289948419168
1390,1524,Walmart Supercenter, 12000 Iron Bridge Rd, Chester,VA,23831,36682.0,38.4,73966.0,31454.0,2226.0,6.068371408320157
1391,1526,Walmart Supercenter, 1831 Lake Ave, Storm Lake,IA,50588,12747.0,30.6,51835.0,23858.0,1844.0,14.46614889777987
1392,1518,Walmart Supercenter, 3221 W 86Th St, Indianapolis,IN,46268,25457.0,34.7,47813.0,27447.0,3857.0,15.151039006952901
1393,1529,Walmart Supercenter, 2801 E Market St Bldg B, York,PA,17402,37126.0,42.7,59967.0,31095.0,2966.0,7.989010397026343
1394,1528,Walmart Supercenter, 2645 Blairs Ferry Rd Ne, Cedar Rapids,IA,52402,42068.0,34.8,62216.0,33406.0,3712.0,8.82380907102786
1395,1530,Walmart Supercenter, 710 N Davis Ave, Cleveland,MS,38732,17900.0,34.4,32037.0,18664.0,5290.0,29.553072625698324
1396,1531,Walmart, 365 Lake Marian Road, Carpentersville,IL,60110,39380.0,30.4,61287.0,22554.0,6647.0,16.879126460132046
1397,1532,Walmart Supercenter, 5845 W Bell Rd, Glendale,AZ,85308,66295.0,39.8,74060.0,34368.0,5313.0,8.01417904819368
1398,1533,Walmart Supercenter, 7975 W Peoria Ave, Peoria,AZ,85345,56473.0,34.9,48999.0,22478.0,7388.0,13.082357940962938
1399,1535,Walmart Supercenter, 3209 S Louise Ave, Sioux Falls,SD,57106,45701.0,33.5,61620.0,29763.0,4408.0,9.645303166232686
1400,1534,Walmart Supercenter, 2717 Rock Island Pl, Bismarck,ND,58504,26866.0,34.0,66070.0,35511.0,2867.0,10.671480681902777
1401,1537,Walmart, 1270 York Rd, Gettysburg,PA,17325,28405.0,41.9,60188.0,29311.0,3132.0,11.026227776799859
1402,1540,Walmart Supercenter, 201 73Rd St, South Haven,MI,49090,13958.0,48.3,43812.0,31660.0,1654.0,11.84983521994555
1403,1538,Walmart Supercenter, 2233 6Th St., Brookings,SD,57006,25869.0,24.8,50233.0,26174.0,4107.0,15.876145193088252
1404,1541,Walmart Supercenter, 9990 Belvedere Rd, West Palm Beach,FL,33411,70441.0,41.5,67548.0,33346.0,5330.0,7.566616033276075
1405,1539,Walmart Supercenter, 359 N Lexington Springmill Rd, Ontario,OH,44906,17146.0,43.6,38109.0,24945.0,2590.0,15.105563979937012
1406,1481,Walmart Supercenter, 209 Lakeshore Pkwy, Homewood,AL,35209,28765.0,31.2,52734.0,38835.0,4203.0,14.61150703980532
1407,1542,Walmart Supercenter, 950 Edelweiss Parkway, Gaylord,MI,49735,19603.0,44.1,52234.0,26564.0,2795.0,14.258021731367648
1408,1544,Walmart Supercenter, 550 Emily Dr, Clarksburg,WV,26301,29792.0,40.1,41105.0,23175.0,6112.0,20.515574650912995
1409,1543,Walmart Supercenter, 2825 1St Ave, Spearfish,SD,57783,15273.0,38.1,46803.0,29293.0,2001.0,13.101551758004321
1410,1536,Walmart Supercenter, 10237 Bay Pines Blvd, St Petersburg,FL,33708,15948.0,59.0,55555.0,45076.0,1572.0,9.857035364936042
1411,1547,Walmart Supercenter, 4205 Commerce Dr, Lafayette,IN,47905,41243.0,35.7,54757.0,28382.0,5521.0,13.386514075115777
1412,1546,Walmart, 840 S Oak St, Iowa Falls,IA,50126,6931.0,42.8,50758.0,29144.0,457.0,6.593565142115135
1413,1551,Walmart Supercenter, 6701 S 27Th St, Franklin,WI,53132,35795.0,42.2,76548.0,37977.0,1783.0,4.981142617684034
1414,1552,Walmart Supercenter, 323 S Arlington St, Salisbury,NC,28144,24596.0,38.2,36380.0,23120.0,5077.0,20.64156773459099
1415,1548,Walmart Supercenter, 1790 E Walnut St, Watseka,IL,60970,7034.0,49.1,38290.0,23472.0,1368.0,19.44839351720216
1416,1555,Walmart Supercenter, 2150 N Waterman Ave, El Centro,CA,92243,49915.0,33.3,43842.0,18930.0,11880.0,23.800460783331665
1417,1550,Walmart, 900 N Main St, Gunnison,CO,81230,9497.0,34.3,47018.0,24613.0,1719.0,18.100452774560388
1418,1491,Walmart Supercenter, 1500 N Jefferson Way, Indianola,IA,50125,20028.0,37.7,62712.0,31316.0,1605.0,8.013780707010186
1419,1553,Walmart Supercenter, 314 West Army Trail Road, Bloomingdale,IL,60108,22851.0,44.0,79126.0,39449.0,1227.0,5.369568071419194
1420,1554,Walmart Supercenter, 3223 E Hammer Ln, Stockton,CA,95212,27512.0,34.5,82260.0,24992.0,2863.0,10.406368130270428
1421,1558,Walmart Supercenter, 304 E Arbor Ln, Eden,NC,27288,23370.0,42.9,36740.0,19722.0,5185.0,22.186563970902867
1422,1556,Walmart Supercenter, 9265 159Th St, Orland Hills,IL,60487,26877.0,39.3,99455.0,38588.0,1434.0,5.335416899207501
1423,1559,Walmart, 201 N Nellis Blvd, Las Vegas,NV,89110,74466.0,30.8,44947.0,18881.0,16004.0,21.491687481535198
1424,1562,Walmart, 13020 Riverdale Dr Nw, Coon Rapids,MN,55448,27558.0,39.9,74743.0,33676.0,1595.0,5.787793018361274
1425,1560,Walmart Supercenter, 6005 S Eastern Ave, Las Vegas,NV,89119,52171.0,34.5,32879.0,19186.0,13156.0,25.217074619999618
1426,1561,Walmart Supercenter, 3950 Austin Peay Hwy, Memphis,TN,38128,45305.0,29.5,33757.0,17021.0,13220.0,29.180002207261893
1427,1563,Walmart Supercenter, 44665 Valley Central Way, Lancaster,CA,93536,71303.0,35.8,72634.0,26408.0,8919.0,12.508590101398259
1428,1557,Walmart Supercenter, 8300 E 96Th St, Fishers,IN,46037,40798.0,35.7,111873.0,47217.0,1469.0,3.6006666993480074
1429,1565,Walmart Supercenter, 4001 2Nd Ave W, Williston,ND,58801,29330.0,30.6,91679.0,44710.0,2731.0,9.31128537333788
1430,1566,Walmart, 4024 Elkhart Rd Ste 2, Goshen,IN,46526,32359.0,34.9,52261.0,23307.0,4383.0,13.54491795172904
1431,1567,Walmart Supercenter, 2456 3Rd Ave W, Dickinson,ND,58601,26309.0,34.1,79611.0,39834.0,2029.0,7.712189744954198
1432,1569,Walmart Supercenter, 240 Wal Mart Way, Maysville,KY,41056,13980.0,40.9,38750.0,24627.0,2802.0,20.042918454935624
1433,1570,Walmart Supercenter, 505 Touring Dr, Auburn,IN,46706,18413.0,41.2,52899.0,30440.0,1880.0,10.210177591918754
1434,1571,Walmart Supercenter, 250 Wolf Run, Mukwonago,WI,53149,19627.0,43.4,86899.0,37193.0,861.0,4.386814082641259
1435,1483,Walmart Supercenter, 3001 Broadway Ave, Yankton,SD,57078,18994.0,41.9,47216.0,30270.0,2563.0,13.49373486364115
1436,1507,Walmart Supercenter, 3030 N Rock Rd, Wichita,KS,67226,19172.0,37.0,69238.0,40357.0,1360.0,7.093678280826205
1437,1576,Walmart, 1555 Us Highway 41, Schererville,IN,46375,23312.0,44.8,71819.0,38147.0,819.0,3.5132120796156485
1438,1573,Walmart Supercenter, 255 S Highway 55, Price,UT,84501,13340.0,33.3,49413.0,21507.0,2161.0,16.199400299850076
1439,1574,Walmart Supercenter, 6225 Colony St, Bakersfield,CA,93307,84948.0,27.3,36886.0,13379.0,25857.0,30.43862127419127
1440,1578,Walmart Supercenter, 970 Mansell Rd, Roswell,GA,30076,45847.0,35.9,72719.0,38156.0,5648.0,12.319235718803847
1441,1579,Walmart Supercenter, 1015 Lewis St, Oxford,NC,27565,24609.0,45.1,45223.0,23266.0,4098.0,16.652444227721567
1442,1577,Walmart Supercenter, 1315 Highway 25 N, Buffalo,MN,55313,24063.0,37.1,73921.0,34580.0,1792.0,7.447117981964011
1443,1580,Walmart Supercenter, 10617 E Washington St, Indianapolis,IN,46229,29000.0,35.2,46946.0,25632.0,5190.0,17.896551724137932
1444,1584,Walmart Supercenter, 3615 S Rainbow Blvd, Las Vegas,NV,89103,51928.0,38.2,39770.0,22882.0,8524.0,16.415036203974733
1445,1568,Walmart Supercenter, 1275 N Hermitage Rd, Hermitage,PA,16148,16304.0,49.4,54947.0,31745.0,1331.0,8.163640824337586
1446,1583,Walmart, 1977 W Cleveland Ave, Madera,CA,93637,40986.0,30.2,49937.0,19508.0,7242.0,17.669448104230714
1447,1586,Walmart Supercenter, 1133 Ew Connector Sw, Austell,GA,30106,22375.0,37.5,47659.0,23720.0,3998.0,17.868156424581006
1448,1587,Walmart, 2225 Plaza Pkwy, Modesto,CA,95350,52951.0,37.4,46765.0,23767.0,10284.0,19.421729523521748
1449,1585,Walmart Supercenter, 1401 S Dewey St, North Platte,NE,69101,29324.0,39.3,54311.0,29121.0,3868.0,13.190560632928658
1450,1588,Walmart Supercenter, 11896 Amargosa Rd, Victorville,CA,92392,57678.0,29.2,58063.0,19451.0,9533.0,16.527965602135996
1451,1589,Walmart Supercenter, 16205 S Military Trl, Delray Beach,FL,33484,25134.0,68.6,37671.0,35481.0,3001.0,11.940001591469722
1452,1590,Walmart Supercenter, 5851 Nw 177Th St, Hialeah,FL,33015,66343.0,38.0,48450.0,21221.0,10474.0,15.787649036070121
1453,1592,Walmart Supercenter, 901 N Van Dyke Rd, Bad Axe,MI,48413,7268.0,45.2,46086.0,24657.0,969.0,13.33241607044579
1454,1593,Walmart Supercenter, 800 E Chicago St, Coldwater,MI,49036,23482.0,42.1,47884.0,23417.0,2445.0,10.412230644749169
1455,1591,Walmart Supercenter, 6535 Grayson Rd, Harrisburg,PA,17111,33049.0,40.9,68614.0,33042.0,1497.0,4.529637810523767
1456,1594,Walmart Supercenter, 911 Hebron Rd, Heath,OH,43056,18471.0,43.3,53389.0,26366.0,1885.0,10.205186508581019
1457,1596,Walmart Supercenter, 200 South Bolingbrook Drive, Bolingbrook,IL,60440,52791.0,35.2,72403.0,27951.0,4873.0,9.230740088272622
1458,1597,Walmart Supercenter, 10938 S Memorial Dr, Tulsa,OK,74133,46028.0,36.8,59950.0,35324.0,4560.0,9.907013122447205
1459,1595,Walmart Supercenter, 555 Colemans Crossing Blvd, Marysville,OH,43040,34001.0,36.8,74890.0,30240.0,2169.0,6.379224140466457
1460,1581,Walmart Supercenter, 4731 13Th Ave S, Fargo,ND,58103,49227.0,31.9,42696.0,28641.0,8365.0,16.992707254149146
1461,1545,Walmart Supercenter, 2551 32Nd Ave S, Grand Forks,ND,58201,38963.0,32.7,52872.0,34687.0,5634.0,14.459872186433282
1462,1598,Walmart Supercenter, 4617 E Bell Rd, Phoenix,AZ,85032,71603.0,36.0,51763.0,26392.0,12186.0,17.018839992737735
1463,1599,Walmart Supercenter, 11701 Metcalf Ave, Overland Park,KS,66210,19057.0,36.3,74786.0,42419.0,990.0,5.194941491315527
1464,1549,Walmart Supercenter, 2020 N 75Th Ave, Phoenix,AZ,85035,57410.0,25.2,37391.0,13038.0,18557.0,32.32363699703885
1465,1601,Walmart Supercenter, 2001 E 151St St, Carmel,IN,46033,38275.0,40.6,124712.0,53712.0,815.0,2.1293272370999348
1466,1600,Walmart, 201 East Bowman Road, Ridgecrest,CA,93555,34075.0,36.5,60000.0,30158.0,5959.0,17.48789435069699
1467,1603,Walmart Supercenter, 1691 J A Cochran Bypass, Chester,SC,29706,18664.0,42.7,33092.0,19323.0,4091.0,21.919202743249034
1468,1605,Walmart Supercenter, 4600 Mobile Hwy Ste 122, Pensacola,FL,32506,36310.0,36.6,45230.0,22826.0,6114.0,16.838336546405948
1469,1604,Walmart Supercenter, 1200 N Lacrosse St, Rapid City,SD,57701,44987.0,35.1,41927.0,23827.0,9098.0,20.223620156934224
1470,1607,Walmart Supercenter, 10180 Us Highway 522 S, Lewistown,PA,17044,20934.0,44.1,43411.0,23293.0,2997.0,14.316423043852106
1471,1606,Walmart Supercenter, 5764 Highway 153, Hixson,TN,37343,41945.0,43.0,59581.0,33988.0,3905.0,9.309810466086542
1472,1610,Walmart, 100 Elm Ridge Center Dr, Greece,NY,14626,30769.0,46.0,58330.0,31254.0,2193.0,7.127303454775911
1473,1608,Walmart, 608 Luther Road, Red Bluff,CA,96080,28075.0,42.0,38740.0,22750.0,5608.0,19.975066785396262
1474,1611,Walmart Supercenter, 4845 24Th Ave, Fort Gratiot,MI,48059,14988.0,44.9,54757.0,29147.0,2007.0,13.390712570056046
1475,1612,Walmart Supercenter, 1650 W Valencia Rd, Tucson,AZ,85746,43873.0,32.6,44106.0,18414.0,10488.0,23.905363207439656
1476,1613,Walmart Supercenter, 2628 S Main St, High Point,NC,27263,22196.0,41.3,43658.0,22478.0,2782.0,12.533789872049018
1477,1616,Walmart, 2900 Main St, Susanville,CA,96130,20479.0,32.6,54702.0,17783.0,1836.0,8.965281507886127
1478,1615,Walmart, 2203 Loveridge Rd, Pittsburg,CA,94565,93549.0,34.1,62255.0,24801.0,14457.0,15.453933232851233
1479,1614,Walmart Supercenter, 1525 Glenn School Rd, Durham,NC,27704,37522.0,34.5,43592.0,21431.0,8367.0,22.298917968125366
1480,1564,Walmart Supercenter, 4490 Gallia St, New Boston,OH,45662,29912.0,38.0,31143.0,20189.0,9096.0,30.409200320941427
1481,1618,Walmart Supercenter, 2936 E 79Th Ave, Merrillville,IN,46410,38299.0,38.5,54319.0,26425.0,4595.0,11.99770228987702
1482,1619,Walmart Supercenter, 1200 Marketplace Dr, Rochester,NY,14623,25952.0,26.9,49972.0,23483.0,4350.0,16.761713933415535
1483,1621,Walmart Supercenter, 23148 Hwy 5, Centerville,IA,52544,7235.0,44.7,36281.0,27592.0,1296.0,17.912923289564617
1484,1620,Walmart Supercenter, 2578 Douglas Ave, Brewton,AL,36426,15238.0,44.0,35331.0,19741.0,3423.0,22.46357789736186
1485,1622,Walmart Supercenter, 2801 W State Route 18, Tiffin,OH,44883,28402.0,39.2,47248.0,25038.0,3856.0,13.576508696570665
1486,1625,Walmart Supercenter, 1111 Holton Dr, Le Mars,IA,51031,12173.0,38.6,59951.0,30487.0,1245.0,10.22755278074427
1487,1623,Walmart Supercenter, 2150 Wilkes Barre Twnsp Mktpl, Wilkes Barre,PA,18702,39594.0,38.9,37966.0,21923.0,10117.0,25.551851290599586
1488,1626,Walmart Supercenter, 2000 W Memorial Rd, Oklahoma City,OK,73134,4746.0,35.3,62080.0,39567.0,280.0,5.899705014749262
1489,1572,Walmart Supercenter, 1851 W Highway 40, Vernal,UT,84078,30062.0,29.8,67595.0,24226.0,3293.0,10.954028341427716
1490,1624,Walmart Supercenter, 2601 Fashion Place, Bakersfield,CA,93306,70208.0,30.8,52512.0,22344.0,15302.0,21.795237010027346
1491,1627,Walmart Supercenter, 415 34Th St N, Dilworth,MN,56529,4293.0,35.6,57841.0,26875.0,520.0,12.1127416724901
1492,1629,Walmart, 2150 E National Ave, Brazil,IN,47834,19294.0,42.4,49960.0,24793.0,2846.0,14.750699699388411
1493,1628,Walmart Supercenter, 5500 Milan Rd Ste 200, Sandusky,OH,44870,39881.0,40.7,42980.0,25693.0,6789.0,17.023143852962562
