,Store Number,Store Type,Address,City,State,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
981,1104,Walmart Supercenter, 2461 E Gulf To Lake Hwy, Inverness,FL,34453,11378,50.7,38308,21225,2380,20.9175602
982,1105,Walmart Supercenter, 4450 E Mccain Blvd, North Little Rock,AR,72117,14458,36.7,38253,17665,3662,25.32853783
983,1084,Walmart, 3838 S Semoran Blvd, Orlando,FL,32822,60935,35.3,35804,18178,16545,27.15188315
984,1110,Walmart Supercenter, 833 Sterlington Hwy, Farmerville,LA,71241,9488,42.3,38634,20942,2052,21.62731872
985,1109,Walmart Supercenter, 1806 Julia St, Rayville,LA,71269,12684,35,34173,19217,3595,28.34279407
986,1112,Walmart Supercenter, 855 N Church St, Thomaston,GA,30286,22739,40.8,33893,19338,5422,23.84449624
987,1111,Walmart Supercenter, 1572 Anderson Hwy, Hartwell,GA,30643,16244,43.5,42116,22327,2966,18.2590495
988,1107,Walmart Supercenter, 1900 Highway 165 S, Oakdale,LA,71463,10049,43,35577,17147,1990,19.80296547
989,1082,Walmart Supercenter, 10991 San Jose Blvd Ste 1, Jacksonville,FL,32223,24371,47.7,79722,42114,1776,7.287349719
990,1114,Walmart Supercenter, 409 Sylamore Ave, Mountain View,AR,72560,9116,49.8,32105,20111,2464,27.02939886
991,1116,Walmart Supercenter, 1845 N Highway 81, Duncan,OK,73533,27542,40,44203,25316,4145,15.04974221
992,1117,Walmart Supercenter, 6001 N Central Expy, Plano,TX,75023,49563,39.5,83764,37519,2614,5.274095596
993,1118,Walmart Supercenter, 12300 Lake June Rd, Balch Springs,TX,75180,24112,26.8,44228,14709,5255,21.79412741
994,1120,Walmart Supercenter, 7207 N M1 Hwy, Gladstone,MO,64119,26830,38.6,66776,32696,2048,7.633246366
995,1113,Walmart Supercenter, 1851 Highway 192 W, London,KY,40741,22721,40.6,39275,22827,4836,21.28427446
996,1106,Walmart Supercenter, 4283 Carter St, Vidalia,LA,71373,6618,39.3,37662,17603,1512,22.8467815
997,1123,Walmart Supercenter, 1636 Sandifer Blvd, Seneca,SC,29678,21983,38.4,38818,22740,4992,22.70845653
998,1119,Walmart, 3451 Tamiami Trl E, Naples,FL,34112,26834,57.3,52478,31771,2940,10.95624953
999,1121,Walmart Supercenter, 2592 N Columbia St, Milledgeville,GA,31061,44209,35.1,36874,19830,11225,25.39075754
1000,1122,Walmart Supercenter, 3886 Highway 17 S, Eastanollee,GA,30538,2496,44.8,46762,23801,194,7.772435897
1001,1124,Walmart Supercenter, 1201 Highway 31 Nw, Hartselle,AL,35640,25256,40.4,52239,25258,2332,9.233449477
1002,1126,Walmart Supercenter, 1381 S Main St, Boerne,TX,78006,31709,43.7,79196,41553,1717,5.414866442
1003,1127,Walmart Supercenter, 2004 Us Highway 74 W, Wadesboro,NC,28170,11256,41.6,37664,21441,2693,23.92501777
1004,1129,Walmart Supercenter, 13201 Ranch Road 620 N, Austin,TX,78717,27764,34.7,104167,45258,1055,3.799884743
1005,1131,Walmart Supercenter, 901 Nc Highway 16 S, Taylorsville,NC,28681,25835,43.5,45697,23002,3120,12.07664022
1006,1125,Walmart Supercenter, 300 Greenbriar Dr, Normal,IL,61761,54819,24.4,56461,27035,11255,20.53120269
1007,1133,Walmart Supercenter, 781 Leonard Ave, Albemarle,NC,28001,26478,43.1,44270,23395,5396,20.37918272
1008,1134,Walmart Supercenter, 1226 Freeport Road, De Funiak Springs,FL,32435,7610,41.8,41555,24326,1345,17.67411301
1009,1135,Walmart Supercenter, 1150 S 4Th St, Hartsville,SC,29550,32764,40.3,42201,23014,6881,21.00170919
1010,1136,Walmart Supercenter, 3255 La Highway 1 S, Port Allen,LA,70767,15445,37.6,57035,28208,2578,16.69148592
1011,1079,Walmart Supercenter, 3155 State Rd 44, New Smyrna Beach,FL,32168,25288,51.3,49565,30683,3312,13.09712116
1012,1137,Walmart Supercenter, 13750 East Fwy, Houston,TX,77015,57258,29.2,45917,18557,13065,22.81777219
1013,1140,Walmart Supercenter, 499 Indian Mound Dr, Mount Sterling,KY,40353,22568,39.1,42981,22038,5036,22.31478199
1014,1142,Walmart Supercenter, 1618 W Mcclain Ave, Scottsburg,IN,47170,14435,41.6,51402,24289,1801,12.47661933
1015,1139,Walmart Supercenter, 200 Walmart Way, Morehead,KY,40351,21064,31.7,38255,19842,4316,20.48993543
1016,1143,Walmart Supercenter, 1308 S Harris St, Sandersville,GA,31082,9583,41,40614,22498,2563,26.7452781
1017,1144,Walmart Supercenter, 970 E Liberty St, York,SC,29745,30464,39.9,51004,24656,5069,16.63931197
1018,1146,Walmart Supercenter, 511 N Highway 52, Moncks Corner,SC,29461,35783,38.3,56125,24767,4246,11.86596987
1019,1148,Walmart Supercenter, 3130 Lawrence Rd, Wichita Falls,TX,76308,19361,32.5,48893,29278,2868,14.81328444
1020,1096,Walmart Supercenter, 261 Cooper Creek Dr, Mocksville,NC,27028,26280,43.7,44609,23289,4606,17.52663623
1021,1149,Walmart Supercenter, 755 S 20Th Ave, Safford,AZ,85546,20594,35.4,49372,18503,2976,14.45081092
1022,1150,Walmart Supercenter, 1815 Brothers Blvd, College Station,TX,77845,59512,30.8,76230,38080,7469,12.55041
1023,1130,Walmart Supercenter, 922 E Main St, Laurens,SC,29360,20406,40.6,37431,21630,4772,23.38527884
1024,1151,Walmart Supercenter, 10824 Parallel Pkwy, Kansas City,KS,66109,21693,39.3,75160,32267,1416,6.527451252
1025,1153,Walmart Supercenter, 6020 Harrison Rd, Macon,GA,31206,27122,29.9,25619,13949,11207,41.32069906
1026,1154,Walmart Supercenter, 1435 E Main St, Fredericksburg,TX,78624,21687,50.3,57104,33072,2825,13.02623692
1027,1138,Walmart, 7202 Watts Rd, Madison,WI,53719,31705,30.8,77514,42261,1936,6.106292383
1028,1156,Walmart Supercenter, 169 Norman Station Blvd, Mooresville,NC,28117,38140,41.8,85376,48215,2462,6.455165181
1029,1157,Walmart Supercenter, 2410 N State Hwy 3, North Vernon,IN,47265,20540,39.2,46149,22906,3133,15.25316456
1030,1160,Walmart Supercenter, 100 Sycamore Estates Dr, Aurora,IN,47001,10498,44.1,54277,27349,1531,14.58373023
1031,1159,Walmart, 432 S Broad St, New Tazewell,TN,37825,8385,44.8,32199,21473,1793,21.38342278
1032,1115,Walmart Supercenter, 612 E Main St, Hohenwald,TN,38462,10022,44.5,38795,20380,2182,21.77210138
1033,1162,Walmart Supercenter, 1801 S State Road 57, Washington,IN,47501,17796,39.3,44903,22642,2590,14.55383232
1034,1161,Walmart Supercenter, 2897 Veterans Memorial Pkwy, Saint Charles,MO,63303,47669,40,74696,37824,3281,6.882879859
1035,1152,Walmart Supercenter, 255 - 16Th St Sw, Sioux Center,IA,51250,8532,30.6,75647,27103,527,6.176746367
1036,1163,Walmart Supercenter, 4001 Behrman Pl, New Orleans,LA,70114,25202,37.4,28442,20211,7904,31.36259027
1037,1147,Walmart Supercenter, 168 Walmart Drive, Flippin,AR,72634,4318,50.3,37181,20059,824,19.08290875
1038,1164,Walmart Supercenter, 360 Harbison Blvd, Columbia,SC,29212,29502,41.9,65997,36219,2156,7.30797912
1039,1165,Walmart Supercenter, 1165 Walmart Way, Radcliff,KY,40160,23363,34.3,45156,22094,4396,18.8160767
1040,1166,Walmart, 1347 W Broad St, Elizabethtown,NC,28337,10383,38.3,31547,19083,3170,30.53067514
1041,1155,Walmart Supercenter, 5070 Fayetteville Rd, Lumberton,NC,28358,39103,34.9,35275,18244,11713,29.95422346
1042,1170,Walmart Supercenter, 10445 Dixie Hwy, Louisville,KY,40272,37532,40.6,54696,26050,4759,12.67984653
1043,1171,Walmart Supercenter, 8320 Lockwood Ridge Rd, Sarasota,FL,34243,30887,51.8,60688,33387,2919,9.450577913
1044,1169,Walmart Supercenter, 1920 S Arkansas St, Springhill,LA,71075,6238,47.1,28125,19633,2067,33.13562039
1045,1172,Walmart Supercenter, 13490 Beach Blvd, Jacksonville,FL,32224,40354,34.4,72590,38059,2701,6.693264608
1046,1173,Walmart Supercenter, 8808 Beach Blvd, Jacksonville,FL,32216,38120,36.3,50648,27146,7931,20.80535152
1047,1174,Walmart Supercenter, 34301 Highway 43, Thomasville,AL,36784,7177,42,37500,23127,1072,14.93660304
1048,1167,Walmart Supercenter, 3500 Brumback Blvd, Kenosha,WI,53144,27268,35,55414,27310,4034,14.79389761
1049,1175,Walmart, 2750 S Woodlands Village Blvd, Flagstaff,AZ,86001,44819,28.6,52739,30832,9149,20.41321761
1050,1176,Walmart, 2600 State Highway 138, Stoughton,WI,53589,20178,41.6,71051,35686,1329,6.586381207
1051,1177,Walmart Supercenter, 201 Highlands Boulevard Dr, Manchester,MO,63011,37765,42.9,93978,45316,1413,3.741559645
1052,1180,Walmart Supercenter, 790 Greensburg Commons Ctr, Greensburg,IN,47240,21518,38.1,53249,26251,2209,10.26582396
1053,1181,Walmart Supercenter, 1785 Cobb Pkwy S, Marietta,GA,30060,39255,32.4,41130,19099,8625,21.97172335
1054,1182,Walmart Supercenter, 174 Cypress Point Pkwy, Palm Coast,FL,32164,45739,45.4,49251,21923,6554,14.32912832
1055,1184,Walmart Supercenter, 1825 Rockbridge Rd, Stone Mountain,GA,30087,38496,42.5,71833,34431,4505,11.70251455
1056,1132,Walmart Supercenter, 1226 E Dixie Dr, Asheboro,NC,27203,22024,36.6,32944,17476,5524,25.08172902
1057,1178,Walmart Supercenter, 4101 Highway 121, Bedford,TX,76021,35903,39.9,68912,37180,2098,5.843522825
1058,1183,Walmart Supercenter, 2401 Augusta Rd, West Columbia,SC,29169,23490,39.2,41090,26677,4288,18.25457642
1059,1185,Walmart Supercenter, 1030 Norwood Park Blvd, Austin,TX,78753,58693,30.9,45983,22774,12054,20.53737243
1060,1186,Walmart Supercenter, 2121 Highway 146 Byp, Liberty,TX,77575,17005,33.7,55156,26796,2214,13.01970009
1061,1188,Walmart Supercenter, 11900 St Charles Rock Rd, Bridgeton,MO,63044,10613,43.9,60344,29364,1336,12.58833506
1062,1190,Walmart Supercenter, 120 Jill Dr, Berea,KY,40403,24575,36.2,46106,22219,4137,16.83418108
1063,1189,Walmart, 301 Parkway Plz, Barbourville,KY,40906,11651,40.1,28125,18050,3397,29.1562956
1064,1193,Walmart Supercenter, 2701 Louisville Ave, Monroe,LA,71201,21336,39.2,46911,34792,3528,16.53543307
1065,1141,Walmart Supercenter, 1965 N State St, Greenfield,IN,46140,39213,40.5,60490,29054,3782,9.644760666
1066,1192,Walmart Supercenter, 1625 Simpson Hwy #49, Magee,MS,39111,9512,37.2,32909,17922,2543,26.73465097
1067,1196,Walmart Supercenter, 460 Hospital Rd, New Roads,LA,70760,6357,40.1,36019,22366,1281,20.15101463
1068,1195,Walmart Supercenter, 460 Highway 90, Waveland,MS,39576,5846,39.1,45988,22945,1018,17.41361615
1069,1194,Walmart Supercenter, 373 S Illinois Ave, Oak Ridge,TN,37830,29455,41.1,50853,31879,4395,14.92106603
1070,1197,Walmart Supercenter, 1511 Benvenue Rd, Rocky Mount,NC,27804,29804,37.3,46002,25246,4147,13.9142397
1071,1198,Walmart Supercenter, 1515 N Loop 1604 E, San Antonio,TX,78232,38054,39.8,70997,39705,2490,6.543333158
1072,1187,Walmart Supercenter, 2200 N State St, Iola,KS,66749,7689,39.5,41348,22265,1237,16.0879178
1073,1200,Walmart Supercenter, 3201 E Platte Ave, Colorado Springs,CO,80909,38731,34.4,40589,22938,7625,19.68707237
1074,1199,Walmart Supercenter, 171 Yoder Avenue, Avon,CO,81620,11447,31.5,72607,36662,1170,10.22101861
1075,1202,Walmart Supercenter, 4331 8Th St S, Wisconsin Rapids,WI,54494,26172,47.4,54200,30295,2801,10.70227724
1076,1201,Walmart Supercenter, 890 Odum Rd, Gardendale,AL,35071,15688,40.7,62570,29951,1420,9.051504335
1077,1203,Walmart Supercenter, 4928 State Road 674, Wimauma,FL,33598,16072,34.4,55752,21873,3067,19.08287705
1078,1205,Walmart Supercenter, 9218 S State Road 228, Macclenny,FL,32063,14081,40.7,62878,25181,2086,14.81428876
1079,1204,Walmart Supercenter, 3451 Nelson Rd, Lake Charles,LA,70605,35634,37.4,68551,38603,3041,8.533984397
1080,1207,Walmart Supercenter, 725 No. Tyndall Pkwy, Callaway,FL,32404,39552,38.2,50652,23225,5570,14.08272654
1081,1206,Walmart Supercenter, 3132 College Dr, Baton Rouge,LA,70808,32404,31.8,61807,42969,4688,14.46734971
1082,1208,Walmart, 3600 Youngfield St, Wheat Ridge,CO,80033,24977,43.4,52193,34032,2772,11.09821035
1083,1210,Walmart Supercenter, 1024 N Main St, Nicholasville,KY,40356,43303,38.5,55280,29364,7669,17.71008937
1084,1209,Walmart Supercenter, 306 N Generals Blvd, Lincolnton,NC,28092,38952,41.9,45358,22380,7897,20.27367016
1085,1212,Walmart Supercenter, 1095 Industrial Pkwy, Saraland,AL,36571,15348,37.1,54812,24733,1800,11.72791243
1086,1215,Walmart Supercenter, 450 W Belmont Dr, Calhoun,GA,30701,40086,36,44032,21149,7295,18.1983735
1087,1158,Walmart Supercenter, 2473 Hackworth Rd, Birmingham,AL,35214,18652,43.7,45820,23294,2921,15.66051898
1088,1216,Walmart Supercenter, 1213 E Trinity Mills Rd, Carrollton,TX,75006,50788,34.8,57415,27810,7466,14.70032291
1089,1217,Walmart Supercenter, 273 Commons Drive, Franklin,NC,28734,26544,48.4,37759,22459,4974,18.73869801
1090,1213,Walmart Supercenter, 13300 Cortez Blvd, Brooksville,FL,34613,17460,59.9,41728,25746,2100,12.02749141
1091,1219,Walmart Supercenter, 12100 Lem Turner Rd, Jacksonville,FL,32218,59891,34.5,51447,23841,8188,13.67150323
1092,1218,Walmart Supercenter, 1741 E Florence Blvd, Casa Grande,AZ,85122,56298,35,46201,21197,10813,19.20672138
1093,1220,Walmart Supercenter, 2500 S Kirkman Rd, Orlando,FL,32811,40236,30.5,35374,18353,9126,22.68118103
1094,1222,Walmart Supercenter, 8970 Pensacola Blvd, Pensacola,FL,32534,14636,44,48519,25122,2168,14.81279038
1095,1221,Walmart Supercenter, 6110 W Kellogg Dr, Wichita,KS,67209,13985,35.5,70848,28954,953,6.814444047
1096,1224,Walmart Supercenter, 2650 Creighton Rd, Pensacola,FL,32504,22989,33.1,49001,28175,3188,13.86750185
1097,1223,Walmart Supercenter, 5500 Thomasville Rd, Tallahassee,FL,32312,32365,42.7,93236,47825,1824,5.635717596
1098,1225,Walmart Supercenter, 899 Blanding Blvd, Orange Park,FL,32065,37734,35.9,65891,28651,3538,9.376159432
1099,1226,Walmart Supercenter, 1626 Highway 12 S, Ashland City,TN,37015,17451,41.1,49901,22432,2816,16.13661108
1100,1227,Walmart Supercenter, 260 Bobby Jones Expy, Augusta,GA,30907,51767,40.8,63815,33260,5478,10.58203102
1101,1168,Walmart Supercenter, 1001 Highway 98 Byp, Columbia,MS,39429,16840,39.5,30991,19701,4744,28.17102138
1102,1228,Walmart Supercenter, 2680 N Il Route 83, Round Lake Beach,IL,60073,61774,32.8,68991,25128,6016,9.73872503
1103,1229,Walmart Supercenter, 2780 John Hawkins Pkwy, Hoover,AL,35244,33638,38.7,84158,42031,1405,4.17682383
1104,1231,Walmart Supercenter, 9901 Grant St, Thornton,CO,80229,54183,30.7,54554,21738,7674,14.16311389
1105,1233,Walmart Supercenter, 470 No. Mayo Trail, Paintsville,KY,41240,6960,42.2,38829,19736,1605,23.06034483
1106,1232,Walmart Supercenter, 2604 N Main St, Belton,TX,76513,38124,33.7,63679,29908,4623,12.1262197
1107,1230,Walmart Supercenter, 5401 S White Mountain Rd, Show Low,AZ,85901,18279,41,46488,23229,3675,20.10503857
1108,1214,Walmart Supercenter, 115 W Willow St, Colby,KS,67701,6332,36.8,51619,26802,627,9.902084649
1109,1237,Walmart Supercenter, 590 E Jackson Blvd, Erwin,NC,28339,7255,43.8,38464,20393,1233,16.99517574
1110,1235,Walmart Supercenter, 5025 Nw Loop 410, San Antonio,TX,78229,32338,30.6,38837,24347,7972,24.65211207
1111,1238,Walmart Supercenter, 1550 Skibo Rd, Fayetteville,NC,28303,29056,36.2,39844,27710,5849,20.13009361
1112,1239,Walmart Supercenter, 1840 E Us Highway 36, Urbana,OH,43078,20685,41.8,48792,23686,2862,13.83611313
1113,1236,Walmart Supercenter, 1002 N Spence Ave, Goldsboro,NC,27534,32727,37.2,45487,25464,4560,13.93344945
1114,1241,Walmart Supercenter, 5811 Elmore Ave, Davenport,IA,52807,14824,39.2,58051,36258,1114,7.514840799
1115,1128,Walmart Supercenter, 7162 Highway 1, Mansura,LA,71350,4708,45.1,44525,24479,862,18.30926083
1116,1240,Walmart Supercenter, 500 N Highway 90 Byp, Sierra Vista,AZ,85635,33574,37.1,52860,27144,5601,16.68255197
1117,1242,Walmart Supercenter, 250 Highlands Square Dr, Hendersonville,NC,28792,33643,43.1,43896,23320,5538,16.4610766
1118,1247,Walmart Supercenter, 120 Daniel Boone Plz, Hazard,KY,41701,17266,42.3,39280,22255,3571,20.68226572
1119,1245,Walmart Supercenter, 5800 Us Highway 98 N, Lakeland,FL,33809,29666,44.1,51356,24898,3538,11.9261107
1120,1243,Walmart Supercenter, 976 Commonwealth Blvd, Martinsville,VA,24112,31323,46.6,36380,22047,6113,19.5160106
1121,1244,Walmart Supercenter, 3027 Wade Hampton Blvd, Taylors,SC,29687,41462,40.1,52126,26022,5346,12.89373402
1122,1179,Walmart Supercenter, 60 Airport Rd, Arden,NC,28704,19630,44.1,63559,37772,1524,7.763627101
1123,1252,Walmart Supercenter, 6675 Business Center Dr, Highlands Ranch,CO,80130,28800,37,115276,48662,1336,4.638888889
1124,1254,Walmart Supercenter, 1521 Interstate 35 N, Bellmead,TX,76705,30546,31.8,41213,18721,6522,21.35140444
1125,1255,Walmart Supercenter, 901 Us Highway 401 S, Laurinburg,NC,28352,25823,37.8,31069,16523,7473,28.93931766
1126,1256,Walmart Supercenter, 2424 W Jefferson St, Joliet,IL,60435,49835,35.8,52102,24645,6767,13.57881007
1127,1191,Walmart Supercenter, 501 Hampton Pointe B, Hillsborough,NC,27278,26135,40.8,64624,33729,2582,9.879471972
1128,1259,Walmart Supercenter, 60 S Stewart Rd, Corbin,KY,40701,30668,38.9,33389,19818,7641,24.91522108
1129,1257,Walmart Supercenter, 2614 N Swenson Street, Stamford,TX,79553,3279,44.6,38958,23692,562,17.13937176
1130,1260,Walmart Supercenter, 11228 Old 63 S, Lucedale,MS,39452,27054,36.5,48770,21790,3769,13.93139647
1131,1261,Walmart Supercenter, 4601 Ramsey St, Fayetteville,NC,28311,36264,32.3,47305,25642,5569,15.35682771
1132,1262,Walmart, 1850 N Main St, Rushville,IN,46173,10533,42.2,44090,23172,1984,18.83603912
1133,1263,Walmart Supercenter, 401 N Burkhardt Rd, Evansville,IN,47715,26802,38.5,42251,30226,2874,10.72308037
1134,1264,Walmart Supercenter, 2281 Us Highway 68 S, Bellefontaine,OH,43311,18767,37.5,51637,25666,2753,14.66936644
1135,1266,Walmart Supercenter, 2171 Oneal Ln, Baton Rouge,LA,70816,42314,33.2,49413,30513,6172,14.58618897
1136,1268,Walmart Supercenter, 200 Columbus Corners Dr, Whiteville,NC,28472,19170,39.9,34935,21163,4791,24.99217527
1137,1265,Walmart Supercenter, 10741 West Florissant Ave, Saint Louis,MO,63136,45653,33.9,31208,16543,11126,24.3707971
1138,1269,Walmart Supercenter, 1915 S Hurstbourne Pkwy, Louisville,KY,40220,33180,39.9,58542,33078,3929,11.84147077
1139,1272,Walmart Supercenter, 5110 College Ave, Snyder,TX,79549,16236,35.3,54820,23721,1957,12.05346144
1140,1271,Walmart Supercenter, 2400 Highway 19 N, Meridian,MS,39307,17629,34.8,30463,15777,4608,26.13874865
1141,1270,Walmart Supercenter, 1201 Knox Ave, North Augusta,SC,29841,32711,39.7,46945,25033,5357,16.376754
1142,1234,Walmart Supercenter, 175 Walmart Plaza Dr, Monticello,KY,42633,20199,41.7,33563,16929,4632,22.93182831
1143,1275,Walmart Supercenter, 2440 N Lebanon St, Lebanon,IN,46052,21969,42.6,54402,31261,1705,7.760935864
1144,1276,Walmart Supercenter, 3711 S Taylor Dr, Sheboygan,WI,53081,42496,37.3,44181,22979,5312,12.5
1145,1277,Walmart Supercenter, 611 State Highway 54, Black River Falls,WI,54615,10767,41,51943,24096,1377,12.78907774
1146,1273,Walmart Supercenter, 6310 S Us Highway 85-87, Fountain,CO,80817,30038,30.1,60936,24285,2376,7.909980691
1147,1279,Walmart Supercenter, 10411 N Freeway 45, Houston,TX,77037,20038,32.8,41491,13951,5259,26.24513424
1148,1280,Walmart Supercenter, 2881 North Ave, Grand Junction,CO,81501,24836,29.8,35737,19479,6454,25.98647125
1149,1211,Walmart Supercenter, 21101 Mcguire Rd, Harvard,IL,60033,13596,34,56329,23158,1789,13.15828185
1150,1285,Walmart Supercenter, 1940 Venture Dr, Ottumwa,IA,52501,29662,38.6,42119,22982,5217,17.58815994
1151,1284,Walmart Supercenter, 3700 Hwy 280/431 N., Phenix City,AL,36867,23280,32.6,41925,23897,4121,17.70189003
1152,1283,Walmart Supercenter, 14500 Us Highway 301 S, Starke,FL,32091,14829,40.7,45058,21077,2627,17.71528761
1153,1288,Walmart Supercenter, 1049 Durham Rd Ste A, Roxboro,NC,27573,11203,38.9,28076,18568,3276,29.24216728
1154,1286,Walmart Supercenter, 7520 Garners Ferry Rd, Columbia,SC,29209,33866,36.4,51149,30039,4558,13.45892636
1155,1287,Walmart Supercenter, 3141 Garden Rd, Burlington,NC,27215,40081,43.2,44474,29294,6241,15.57096879
1156,1278,Walmart, 1506 Fir St, Perry,OK,73077,6805,44.2,52409,29499,714,10.49228508
1157,1291,Walmart, 7150 E Speedway Blvd, Tucson,AZ,85710,56168,41,42356,24886,10156,18.08146988
1158,1281,Walmart Supercenter, 2151 E Main St, Spartanburg,SC,29307,18137,43.9,44702,26526,2580,14.22506478
1159,1290,Walmart Supercenter, 1801 Us Highway 421, Wilkesboro,NC,28697,13458,45.8,46498,26672,2085,15.49264378
1160,1289,Walmart Supercenter, 2825 Progress Way, Wilmington,OH,45177,22226,41.4,48702,26845,3062,13.77665797
1161,1292,Walmart Supercenter, 2400 N Franklin St, Christiansburg,VA,24073,30958,39,59159,33611,2709,8.750565282
1162,1294,Walmart Supercenter, 3240 Southwestern, Marion,IN,46953,23921,34.8,33025,16897,5526,23.10104093
1163,1293,Walmart Supercenter, 3209 Deans Bridge Rd, Augusta,GA,30906,59275,34.7,34303,17288,17360,29.28722058
1164,1297,Walmart Supercenter, 2201 N Young Blvd, Chiefland,FL,32626,8452,45.6,34250,19539,2433,28.78608613
1165,1295,Walmart Supercenter, 1100 S 1St St, Madill,OK,73446,8297,36.8,47806,20174,1031,12.42617814
1166,1300,Walmart Supercenter, 3105 Dr M L King Jr Blvd, New Bern,NC,28562,38882,41.5,53733,32417,4473,11.50403786
1167,1301,Walmart Supercenter, 5350 Clearbrook Village Ln, Roanoke,VA,24014,17879,44.1,53423,33608,1849,10.34174171
1168,1248,Walmart Supercenter, 7525 Winchester Rd, Memphis,TN,38125,37018,38.1,62765,31874,3531,9.538602842
1169,1299,Walmart Supercenter, 2003 E Rodeo Dr, Cottonwood,AZ,86326,24848,46.6,40571,22340,4603,18.52462975
1170,1302,Walmart Supercenter, 780 Commonwealth Dr, Norton,VA,24273,6507,39.9,32591,19333,1482,22.77547257
1171,1305,Walmart Supercenter, 3800 Deerfield Dr, Janesville,WI,53546,31128,40.3,62500,29921,3329,10.69455153
1172,1307,Walmart Supercenter, 2080 No. St. Route 50, Bourbonnais,IL,60914,29273,33.9,65924,28871,2785,9.513886517
1173,1306,Walmart Supercenter, 233 S New York Ave, Alamogordo,NM,88310,36010,38.8,45660,24551,5931,16.47042488
1174,1308,Walmart Supercenter, 7700 W Quincy Ave, Littleton,CO,80123,46379,42.3,76113,44112,2307,4.974234028
1175,1249,Walmart Supercenter, 610 W 29Th St, San Angelo,TX,76903,32103,36.7,36215,21126,6843,21.31576488
1176,1253,Walmart Supercenter, 710 E Ben White Blvd, Austin,TX,78704,47158,32.6,66262,46947,6944,14.72496713
1177,1310,Walmart Supercenter, 5555 S Us Hwy #41, Terre Haute,IN,47802,35325,38.2,42001,25193,5504,15.58103326
1178,1309,Walmart Supercenter, 1851 W Main St, Salem,VA,24153,37944,42.8,57026,30698,3057,8.056609741
1179,1312,Walmart Supercenter, 670 Lillington Hwy, Spring Lake,NC,28390,23990,28.6,45189,22938,4801,20.01250521
1180,1311,Walmart Supercenter, 5448 Whittlesey Blvd Ste B, Columbus,GA,31909,38202,32.7,57915,29441,4619,12.09099
1181,1313,Walmart Supercenter, 1200 Se Military Dr, San Antonio,TX,78214,26013,31.7,35072,14122,7221,27.75919732
1182,1314,Walmart Supercenter, 3795 Buford Dr, Buford,GA,30519,45736,35.2,76982,30843,2317,5.066031135
1183,1318,Walmart Supercenter, 6777 Clinton Hwy, Knoxville,TN,37912,22908,33,35570,21224,4603,20.09341715
1184,1315,Walmart Supercenter, 2032 Dell Range Blvd, Cheyenne,WY,82009,34274,43.7,82797,38978,1730,5.047557916
1185,1316,Walmart Supercenter, 1536 Egg Harbor Rd, Sturgeon Bay,WI,54235,16606,49.4,54777,33126,1488,8.960616645
1186,1319,Walmart Supercenter, 7550 Norris Fwy, Knoxville,TN,37938,17111,43.2,69868,31263,1106,6.463678336
1187,1321,Walmart Supercenter, 1299 N Brightleaf Blvd, Smithfield,NC,27577,24351,42.2,42982,21435,4288,17.6091331
1188,1317,Walmart Supercenter, 125 Bleachery Blvd, Asheville,NC,28805,18467,48.5,46345,31456,2157,11.68029458
1189,1267,Walmart Supercenter, 1905 Mccoy Rd, Sun Prairie,WI,53590,39227,35.3,72317,33510,3209,8.1805899
1190,1322,Walmart Supercenter, 160 Lowes Blvd, Lexington,NC,27292,39860,40.6,40174,20196,8586,21.54039137
1191,1323,Walmart, 3315 N University St, Peoria,IL,61604,30833,38.6,44943,24518,5407,17.5364058
1192,1324,Walmart Supercenter, 100 W White Park Dr, Nogales,AZ,85621,22290,34.1,28988,15868,6427,28.83355765
1193,1326,Walmart Supercenter, 2250 N Diers Ave, Grand Island,NE,68803,24838,38.3,57112,30058,2631,10.59264031
1194,1325,Walmart, 455 E Wetmore Rd, Tucson,AZ,85705,55463,34.6,26856,16778,19104,34.44458468
1195,1274,Walmart Supercenter, 1362 W Main St, Whitewater,WI,53190,19401,22.4,43339,19747,4796,24.72037524
1196,1327,Walmart Supercenter, 567 Ivy Tech Dr, Madison,IN,47250,22001,42,49736,26918,2832,12.87214218
1197,1329,Walmart Supercenter, 240 Mall Rd, Logansport,IN,46947,28020,39.4,42191,22230,4267,15.22840828
1198,1330,Walmart Supercenter, 2450 Allentown Rd, Lima,OH,45805,23932,35.6,51440,26299,3211,13.41718202
1199,1328,Walmart Supercenter, 700 Mikes Pike St, Winslow,AZ,86047,15318,33,35157,14594,4232,27.62762763
1200,1331,Walmart Supercenter, 2400 Michigan St, Sidney,OH,45365,30176,39.3,51991,27539,3423,11.34345175
1201,1333,Walmart Supercenter, 301 Town Center Blvd, Van Wert,OH,45891,14836,43.3,47852,24890,2326,15.67808035
1203,1337,Walmart Supercenter, 548 Cc Camp Rd, Elkin,NC,28621,10693,40.7,43733,21819,1797,16.8053867
1204,1332,Walmart Supercenter, 1601 Cornhusker Dr, South Sioux City,NE,68776,14880,32.2,50489,19806,2787,18.72983871
1205,1338,Walmart, 3515 Victory Drive, Columbus,GA,31903,19835,32.4,23145,13193,8040,40.53440887
1206,1340,Walmart Supercenter, 5401 Fairington Rd, Lithonia,GA,30038,39424,33,50931,24638,6078,15.41700487
1207,1339,Walmart Supercenter, 10060 Two Notch Rd, Columbia,SC,29223,50666,36.3,51151,29665,7721,15.2390163
